Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
MN Realtors since 1998 - Best Realestate Company In Bangalore,098440 11876,"2nd floor, Malika Mansion, 94-1/2, Infantry Rd, behind Karnataka Bank, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka 560001, India",,,Real Estate Agents in Bangalore,Connector
Sri Balaji Real Estate,099022 09306,"No. 1, 1st cross, 1st main Ashwini Layout, Ejipura, Ashwini Layout, Koramangala, Bengaluru, Karnataka 560047, India",,,Real Estate Brokers in Bangalore,Connector
Bangalore Real Estate Brokers & Agents,098860 25027,"Mahatma Gandhi Rd, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://www.realtycorpindia.com/,,Real Estate Brokers in Bangalore,Connector
MR Real Estate,087480 01723,"39b, 18th A Main Rd, Sector 3, HSR Layout, Bengaluru, Karnataka 560102, India",,,Real Estate Brokers in Bangalore,Connector
S B Real Estate,089512 37776,"#12, 2nd Cross Rd, Thimmareddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",,,Real Estate Brokers in Bangalore,Connector
Snehaloka Estates and Properties,097388 92927,"ganesha, Sawmill Rd, Kempegowdanagar, Maheswari Nagar, T. Dasarahalli, Bengaluru, Karnataka 560057, India",http://snehalokaproperties.com/,snehalokaproperties@gmail.com,Property Dealers in Bangalore,Connector
TOPLINE ESTATES,098454 64535,"costa square, 80/2 D, North Rd, C K Gardens, Thomas Town, Cooke Town, Bengaluru, Karnataka 560084, India",http://www.toplineestates.com/,,Property Dealers in Bangalore,Connector
PLANETS PROPERTIES | Real Estate Property advisory company in Bangalore.,080887 88077,"2nd Floor, 357/4, Begur - Hulimavu Rd, opp. DLF Westend Heights Apartments, Classic Paradise Layout, Akshayanagar, Bengaluru, Karnataka 560114, India",,,Property Dealers in Bangalore,Connector
Pride Group,080 2222 2424,"116, Lal Bagh Main Rd, SGN Layout, Vinobha Nagar, Wilson Garden, Bengaluru, Karnataka 560027, India",https://www.pridegroup.net/,bangalore@pridegroup.net,Real Estate Builders in Bangalore,Connector
Assetz Property Group,078295 54411,"30, Crescent Rd, Madhava Nagar, Seshadripuram, Bengaluru, Karnataka 560001, India",https://www.assetzproperty.com/,enquiries@assetzproperty.com,Real Estate Builders in Bangalore,Connector
Raja Builders and Estates,099727 78799,"35, 3rd floor, Kasturba Cross Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://www.rajabuilders.in/,"info@rajabuilders.in, example@email.com",Real Estate Builders in Bangalore,Connector
Adarsh Developers,080 4134 3400,"Adarsh Group, #2/4, 3 rd Floor Adarsh Hamilton Hotel, Langford Gardens, Richmond Town, Bengaluru, Karnataka 560025, India",http://www.adarshdevelopers.com/,sales@adarshdevelopers.com,Real Estate Builders in Bangalore,Connector
Full Basket Property Services Pvt Ltd | Bangalore,090190 00400,"3rd Floor, Beijing Bites Building Sigma Trident, Hayes Road Entrance, Off, Richmond Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://www.fullbasketproperty.com/,sales@fullbasketproperty.com,Real Estate Builders in Bangalore,Connector
DS MAX Properties Pvt.Ltd,088800 01001,"H.NO 5th, Block 1797, 14th Main Rd, Brindavan Nagar, HBR Layout, Bengaluru, Karnataka 560043, India",https://www.dsmaxproperties.com/,,Real Estate Builders in Bangalore,Connector
Mahaveer Group,080 4919 6400,"2nd Floor, The Residency Building, 133/1, Residency Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://mahaveergroup.in/,"marketing@mahaveergroup.in, sales@mahaveergroup.in",Real Estate Builders in Bangalore,Connector
Mantri Developers Pvt. Ltd,1800 121 0000,"Vittal Mallya Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",http://mantri.in/,Enquiry@mantri.in,Real Estate Builders in Bangalore,Connector
Vidhathri Developers- Real estate developers in Bangalore,086180 99316,"No: 2455, I Floor, 17th E Cross, 9th Main Rd, Siddanna Layout, Banashankari Stage II, Banashankari, Bengaluru, Karnataka 560070, India",https://vidhathridevelopers.com/,sales@vidhathridevelopers.com,Real Estate Builders in Bangalore,Connector
Bangalore Property Group,094497 81111,"No.111, 1st Floor, Brigade Rubix, HMT Main Rd, West, Jalahalli, Bengaluru, Karnataka 560013, India",http://www.bangalorepropertygroup.com/,,Real Estate Builders in Bangalore,Connector
ICONHOMZ - Leading Real Estate Builders and Developers in Bangalore,083101 81471,"Jai Plaza Symphony, 47/9, 9th Main, Sector 6, HSR Layout, Bengaluru, Karnataka 560102, India",http://www.iconhomz.com/,info@iconhomz.com,Real Estate Builders in Bangalore,Connector
Habitat Ventures,080 4146 9221,"Unit 7 - 9, Ground, Raheja Chambers, 12, Museum Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://www.habitatventures.com/,,Real Estate Builders in Bangalore,Connector
Reliaable Developers,090719 83737,"4th Floor, Reliaable Phoenix Tower, 16 & 16/1, Museum Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://www.netlabsglobal.com/,"shubhashish.das@netlabsglobal.com, careers@netlabsglobal.com, sales@netlabsglobal.com",Real Estate Builders in Bangalore,Connector
MKB Developers & Promoters,070904 44445,"1st Floor, Tushar Arcade, No-552, Service Road, Vinayaka Layout, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072, India",https://www.mkbdevelopers.in/,mkbdevelopers2018@gmail.com,Real Estate Builders in Bangalore,Connector
MANYATA DEVELOPERS Private Limited,099009 77977,"2nd Floor, Classic Court, 9/1, Richmond Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",http://www.manyata.co.in/,info@manyata.co.in,Real Estate Builders in Bangalore,Connector
Gopalan Enterprises,080 4931 4999,"5, Richmond Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",https://www.gopalanenterprises.com/,,Real Estate Builders in Bangalore,Connector
Rashi Developers,080 4246 1461,"House Of Lords , No. C, 205, St Mark's Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",,,Real Estate Builders in Bangalore,Connector
Vinra Group - Construction | Interior | Real Estate,088848 98765,"No-34-1 First Floor Promenade, Junction, Meanee Ave Rd, Sindhi Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",https://vinragroup.com/,"info@vinragroup.com, itspranjalk@gmail.com",Real Estate Builders in Bangalore,Connector
Brickmark constructions | Best construction company in Bangalore,076768 95443,"48/2 2nd floor KC das building Church Street, St Mark's Rd, Haridevpur, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://brickmark.in/,,Real Estate Builders in Bangalore,Connector
Rightcon Constructions Pvt Ltd - Premium Construction Contractors,096065 92959,"240, 32nd Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070, India",http://rightcon.in/,,Construction Companies in Bangalore,Connector
House Construct | Top House Construction Company Bangalore | Home Builders in Bangalore | Best Home Construction Company,075575 57857,"First Floor, 216, Service Road, 12 Block BDA layout, BDA Layout, 2nd Stage, Naagarabhaavi, Bengaluru, Karnataka 560072, India",https://www.houseconstruct.in/,,Construction Companies in Bangalore,Connector
Smiti Construction,099455 78800,"1, Plot 1668/1 sy 45/4,Nagadevanahalli 1st Block, Sir M.V Layout, BDA, Doddagollarahatti, 1st Block, Sonnenahalli, SMV Layout, Bengaluru, Karnataka 560110, India",http://smiticonstruction.com/,info@smiticonstruction.com,Construction Companies in Bangalore,Connector
"Wall Nut Builders Bangalore, Best Construction Company, Interior Designing, Villa Construction",099166 80792,"maruthi Mandir, 23, 80 Feet Rd, 2nd Block, Govindaraja Nagar Ward, Anubhav Nagar, Vijayanagar, Bengaluru, Karnataka 560072, India",http://wallnutbuilders.in/,Construct@wallnutbuilders.com,Construction Companies in Bangalore,Connector
HM Group,080 4255 5555,"No.14/92, HM Geneva House, Cunningham Rd, SRT Road, Vasanth Nagar, Bengaluru, Karnataka 560001, India",http://www.hmconstructions.com/,,Construction Companies in Bangalore,Connector
Shankarnarayana Constructions Private Limited (SNC),080 2210 9544,"No.9, Raja Ram Mohan Roy Rd, Ashok Nagar, Bengaluru, Karnataka 560025, India",http://www.ssncindia.co.in/,sncbgr@ssncindia.com,Construction Companies in Bangalore,Connector
Tectonics Constructions - Construction Companies Bangalore | Best Construction company Bangalore | Civil Contractors,078928 33188,"No#53, 3rd Cross Rd, near prathyangira devi temple Hillview garden, Jayanagar housing society layout, Subramanyapura, Bengaluru, Karnataka 560061, India",https://www.tectonicsconstruction.com/,"tectonics.ms@gmail.com, nalog1@xrumgo.site",Construction Companies in Bangalore,Connector
Jain Heights and Structures Pvt Ltd,080 2213 1390,"Solus Floor 11, No. 2, 1st A Cross J C Rd, opposite Poornima theatre, Bengaluru, Karnataka 560027, India",http://www.jainheights.com/,sales@jainheights.com,Construction Companies in Bangalore,Connector
Royallinks Constructions Bangalore,099806 43040,"No: 765,16th Main, First Floor 3rd Sector, 22nd Cross Rd, near HSR Club, Sector 3, HSR Layout, Bengaluru, Karnataka 560102, India",https://www.royallinks.in/,info@royallinks.in,Construction Companies in Bangalore,Connector
Grand Jyothi Constructions,099010 37272,"96/1, 3rd Floor, SLV Tower 2nd Main Road, 31st Cross Rd, 7th Block, Jayanagar, Bengaluru, Karnataka 560070, India",http://grandjyothiconstruction.com/,"info@grandjyothiconstruction.com, %20info@grandjyothiconstruction.com, hr@grandjyothiconstruction.com, %20hr@grandjyothiconstruction.com",Construction Companies in Bangalore,Connector
"Manstonez Construction Company in Bangalore, Architects, Interior Designers in Bangalore",084958 88895,"Lakshmi Plaza 1st floor 416 5th Cross Outer Ring Road, Service Rd, Babusabpalya, Horamavu, Bengaluru, Karnataka 560043, India",https://manstonez.in/,hello@manstonez.in,Construction Companies in Bangalore,Connector
Lakshmi Nirman Bangalore Pvt Ltd,098450 42781,"15, Srikantan Layout, Crescent Rd, High Grounds, Seshadripuram, Bengaluru, Karnataka 560001, India",https://lakshminirman.com/,INFO@LAKSHMINIRMAN.COM,Construction Companies in Bangalore,Connector
R K Infra (India) Pvt Ltd,080 4112 3435,"# No. 20, 2nd Floor, Opp: UB city, Eden Park, 204, Vittal Mallya Rd, KG Halli, D' Souza Layout, Ashok Nagar, Bengaluru, Karnataka 560001, India",,,Construction Companies in Bangalore,Connector
Feature Constructions,070348 30451,"No-19, 3rd Cross Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka 560062, India",http://www.featureconstructions.com/,featureconstructions@gmail.com,Construction Companies in Bangalore,Connector
Brick & Bolt Home Construction Company Bangalore,075052 05205,"Urban Vault, 58, 60 Feet Rd, near Dhanalakshmi Bank, KHB Colony, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.bricknbolt.com/,"support@bricknbolt.com, abc@sentry9.bricknbolt.com",Construction Companies in Bangalore,Connector
L&W Construction Pvt Ltd,080679 96888,"801, 8th Floor, Pride Hulkul, 116, Lal Bagh Main Rd, SGN Layout, Vinobha Nagar, Sudhama Nagar, Bengaluru, Karnataka 560027, India",http://www.landwindia.com/,,Construction Companies in Bangalore,Connector
Usha Builders and Infrastructure,070191 67562,"201, 2nd Floor, Rainmakers workspace, Raheja Arcade, 5th Block, Koramangala, Bengaluru, Karnataka 560095, India",http://www.ushabuilders.in/,info@ushabuilders.in,Construction Companies in Bangalore,Connector
Money Mango - Home Loan Agency Bengaluru | Mortgage Loans | Loan Against Property | Business Loans | Personal Loans,096110 77666,"Landmark : Madeena Masjid, 80 Feet Rd, Ashwath Nagar, Sanjayanagara, Bengaluru, Karnataka 560094, India",https://www.moneymango.in/,info@moneymango.in,Mortgage Brokers in Bangalore,Connector
Chethana Property and Pvt Finance | Housing loan in Bangalore,095355 53300,"2nd Stage Rd, 2nd Block, Dwaraka Nagar, KPA Block, Vijayanagar, Bengaluru, Karnataka 560072, India",,,Mortgage Brokers in Bangalore,Connector
FINMART CAPITAL - Loan Expert | Mortgage Loan | Home Loan | Loan Agency | Rental Loans,094535 81635,"No 10, 2nd floor, Muneshwara Block, Nagendra Block, Girinagar, Banashankari, Bengaluru, Karnataka 560026, India",https://www.finmartcapital.com/loans/#,info@finmartcapital.com,Mortgage Brokers in Bangalore,Connector
Udaysagar Financial Services,078292 11579,"91, Iconnet Business Centre, 10th Cross Rd, next to Asha Sweet Centre, Yalappa Garden, Malleshwaram, Bengaluru, Karnataka 560003, India",https://udaysagarmortgagebroker.blogspot.com/p/free-home-loan-eligibility-bangalore.html,,Mortgage Brokers in Bangalore,Connector
"Sammaan Capital - Home Loans & Loan Against Property | Vittal Mallya Road, Bengaluru",1800 572 7777,"Office No.301, Level-3, Prestige Sigma, M.CNO. 3, Grant Road, Corporation Division, 61, Vittal Mallya Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560001, India",https://www.sammaancapital.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_bengaluru_211000464&utm_content=website_button,,Mortgage Brokers in Bangalore,Connector
LendStreet®,081251 25428,"5th Floor, Shree Venkateshwara Towers, No 92, S End Rd, opp. Surana College, above unity small finance bank, Jayanagar, Basavanagudi, Bengaluru, Karnataka 560004, India",http://www.lendstreet.in/,,Mortgage Brokers in Bangalore,Connector
ANDROMEDA SALES AND DISTRIBUTION PVT LTD,095915 70027,"2B, 2ND FLOOR, Raintree hall, Rhenius St, opp. to HOCKEY STADIUM, Richmond Town, Bengaluru, Karnataka 560025, India",https://www.andromedaloans.com/,contact@andromeda.in,Mortgage Brokers in Bangalore,Connector
Nivāsa Finance | Home Loans (Cunningham Road),081472 59360,"First Floor, 7/1, Cunningham Cross Rd, Vasanth Nagar, Bengaluru, Karnataka 560052, India",https://www.nivasafinance.com/,,Mortgage Brokers in Bangalore,Connector
Personal Loans (CIBIL Issues..!! we'll take.. minimum 25k net salary required)),093533 33232,"76, 8th Main Rd, Vasanth Nagar, Bengaluru, Karnataka 560001, India",,,Mortgage Brokers in Bangalore,Connector
Chola Gold Loan,080 4492 5037,"22/5 Siddaiah Rd, 10th Cross Rd, near Janatha Hotel, Chinnayanpalya, Wilson Garden, Bengaluru, Karnataka 560027, India",https://cholamandalam.com/,customercare@chola.murugappa.com,Mortgage Brokers in Bangalore,Connector
Home Loans & Mortgage Loans L N ENTERPRISES | Housing loan in Bangalore,083108 32090,"118/2, 3RD MAIN ROAD 8th CROSS, Chamrajpet, CHAMARAJAPET, Bengaluru, Karnataka 560018, India",,,Mortgage Brokers in Bangalore,Connector
Mind Fin Ser Pvt. Ltd. - Business Loan in Bangalore | Personal Loan in Bengaluru | Home Loan in Bangalore,099161 62353,"No10,1st floor, 2nd Main Rd, Krishna Block, Sampangiram Nagar, Seshadripuram, Bengaluru, Karnataka 560003, India",https://mindfin.co.in/,,Mortgage Brokers in Bangalore,Connector
Analytical Investments - Business Loan Bangalore,083173 18136,"74, LRDE housing colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka 560037, India",https://analyticalinvestments.com/,,Mortgage Brokers in Bangalore,Connector
Top Mortgage Loan Agency in Bangalore | Quick Approval & Low-Interest Rates | Star Capital Ventures Private Limited,087110 88881,"2M-154, 2nd Main Rd, East of NGEF Layout, Kasturi Nagar, Bengaluru, Karnataka 560043, India",https://starcapitalventures.in/,info@starcapitalventures.in,Mortgage Brokers in Bangalore,Connector
"Aarthik Finserv MSME schemes, grants, subsidies",098442 59821,"159 2nd Floor 3rd Cross 3rd Main Hanumanthanagar Near Ganesh Bhavan, opp. Medplus Medical Shop, Srinivasanagara, Hanumanthnagar, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560004, India",,,Mortgage Brokers in Bangalore,Connector
Piramal Finance Limited,1800 266 6444,"13, No.5, Old, 5th Cross Rd, opp. to Kodava samajaVasanth Nagar, Vasanth Nagar, Bengaluru, Karnataka 560001, India",https://www.piramalfinance.com/branch-locator/loans-in-bengaluru-karnataka-6113,,Mortgage Brokers in Bangalore,Connector
LoanSaath - loans in bangalore,095381 10667,"NO 313, 33rd Main Rd, above PHOENIX PIZZA, Phase 6, KR Layout, JP Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka 560078, India",https://loansaath.com/,,Loan Agents in Bangalore,Connector
Fastrack Loans Corp,090360 55555,"# 50/1 , First Floor, 7th Cross Road, 8th Main Rd, Vasanth Nagar, Bengaluru, Karnataka 560001, India",http://www.fastrackloanscorp.com/,fastrackloanscorp@gmail.com,Loan Agents in Bangalore,Connector
Personal Loan Bangalore,099649 59412,"12th Main Rd, 3rd Block, Rajajinagar, Bengaluru, Karnataka 560010, India",http://www.personalloan-bangalore.com/,info@personalloan-bangalore.com,Loan Agents in Bangalore,Connector
PAISEMART (M/s VENUMS Services Pvt. Ltd.),081236 59696,"No.33, A.Ashwathappa Complex, 5th Floor,, 36th Cross, 2nd block, Rajajinagar,, 2nd Block, Rajajinagar, Bengaluru, Karnataka 560010, India",https://paisemart.com/,,Loan Agents in Bangalore,Connector
CREDITIN Loans,077951 17828,"55 2nd floor, 33/1, 5th Cross Rd, beside Ganesh Bhavan, Srinivasanagara, Hanumanthnagar, Banashankari 1st Stage, Bustop, Bengaluru, Karnataka 560004, India",,,Loan Agents in Bangalore,Connector
hdfc personal loan - Get Instant Personal Loan lowest rate start 9.99% - personal loan bangalore,090193 45511,"No 73, 3rd cross, Tavarekere Main Rd, near Health India Hospital, Tavarekere, Brindavan Nagar, S.G. Palya, Bengaluru, Karnataka 560029, India",,,Loan Agents in Bangalore,Connector
ASSOCIATED LOANS,090197 05599,"4, 4th Cross, Sirur Park Rd, Malleshwaram, Bengaluru, Karnataka 560003, India",,,Loan Agents in Bangalore,Connector
Shilpa loans,070225 89956,"588, 8th Main Rd, near ganesha temple, CHBS Layout, MC Layout, Vijayanagar, Bengaluru, Karnataka 560040, India",https://shilpaloans.com/,"insurance@bankerkart.com, info@shilpaloans.com",Loan Agents in Bangalore,Connector
AK Financials - Personal Loan & Home Loan Services | Health Insurance Advisor in Bangalore,080881 36057,"79, 1st Floor (south facing), 13th A Cross, Kanakapura Main Rd, Sarakki Gate, 1st Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India",http://www.akfincorp.com/,,Loan Agents in Bangalore,Connector
Finance Buddha - Personal Loan and Business Loan,08071 387 332,"10, 1st floor, 8th B Cross Rd, HAL 3rd Stage, Puttappa layout, Jeevan Bima Nagar, Bengaluru, Karnataka 560075, India",,,Loan Agents in Bangalore,Connector
"Personal loan Agency in Bangalore | Personal loan, Business loan, Home loan company in Bangalore | Bookmypersonalloan",091648 90000,"No.54/1, 2nd Floor, Bennigana Halli Old Madras Road, Doorvani Nagar Post Landmark:, behind Benniganahalli bus stop, beside RMZ, Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka 560038, India",http://www.bookmypersonalloan.com/,,Loan Agents in Bangalore,Connector
